,elec_spot_eur_mwh,gas_spot_eur_mwh,co2_tax_eur_mwh_gas,gas_total_eur_mwh,grid_fee_standard_eur_mwh,grid_fee_sec19_eur_mwh,elec_total_standard_eur_mwh,elec_total_sec19_eur_mwh
2024-01-01 00:00:00+01:00,110.9605698361348,40.59217270206724,17.085,57.67717270206724,25.0,3.75,135.9605698361348,114.7105698361348
2024-01-01 01:00:00+01:00,103.34082838594578,43.4505133639672,17.085,60.5355133639672,25.0,3.75,128.34082838594577,107.09082838594578
2024-01-01 02:00:00+01:00,112.77226245720831,44.25872126685778,17.085,61.343721266857784,25.0,3.75,137.7722624572083,116.52226245720831
2024-01-01 03:00:00+01:00,123.2763582768963,42.40186182953989,17.085,59.48686182953989,25.0,3.75,148.2763582768963,127.0263582768963
2024-01-01 04:00:00+01:00,102.19015950331996,44.358587639964696,17.085,61.4435876399647,25.0,3.75,127.19015950331996,105.94015950331996
2024-01-01 05:00:00+01:00,102.19035651660984,41.57972678632524,17.085,58.66472678632524,25.0,3.75,127.19035651660984,105.94035651660984
2024-01-01 06:00:00+01:00,123.9505537860887,38.77061280185253,17.085,55.85561280185253,25.0,3.75,148.9505537860887,127.7005537860887
2024-01-01 07:00:00+01:00,144.2092167498349,42.152197855334805,17.085,59.237197855334806,25.0,3.75,169.2092167498349,147.9592167498349
2024-01-01 08:00:00+01:00,129.36630736878058,43.1264642930262,17.085,60.211464293026204,25.0,3.75,154.36630736878058,133.11630736878058
2024-01-01 09:00:00+01:00,141.51072052303158,42.44832008020709,17.085,59.53332008020709,25.0,3.75,166.51072052303158,145.26072052303158
2024-01-01 10:00:00+01:00,99.43898768625046,40.68279347268103,17.085,57.76779347268103,25.0,3.75,124.43898768625046,103.18898768625046
2024-01-01 11:00:00+01:00,74.41124295715692,39.36870204824236,17.085,56.45370204824236,25.0,3.75,99.41124295715692,78.16124295715692
2024-01-01 12:00:00+01:00,82.90354725879241,41.971822391264205,17.085,59.056822391264205,25.0,3.75,107.90354725879241,86.65354725879241
